206,19
210,19
46,143
139,134
27,143
144,143
162,163
165,163
4,173
73,173
14,178
176,178
58,178
179,175
183,178
184,178
199,178
18,57
6,245
7,202
207,5
164,5
37,47
49,47
52,3
53,38
136,130
155,38
185,3
187,192
194,42
61,88
180,172
181,172
227,88
228,167
64,24
71,68
90,67
102,22
107,104
119,71
120,173
